titleId	conceptId	name	contentId	region	publisherId	psVR	pS4Pro	pS5BackCompat
CUSA15112_00	232244	Summer Funland	UP4804-CUSA15112_00-SUMMERFUNLAND001	UP	UP4804	Required	Supported	Compatible
CUSA12274_00	232247	Toon War	UP1735-CUSA12274_00-LMDGAMEUSTOONWAR	UP	UP1735		Supported	Compatible
CUSA12057_00	232248	Fallout 76	UP1003-CUSA12057_00-PRJMTN0000000000	UP	UP1003		Supported	Compatible
CUSA13183_00	232248	Fallout 76 B.E.T.A.	UP1003-CUSA13183_00-76BETA0000000000	UP	UP1003		Supported	Compatible
CUSA14477_00	232250	AngerForce: Reloaded	UP4579-CUSA14477_00-ZODIACSIEAPS4AFR	UP	UP4579		Supported	Compatible
CUSA12276_00	232251	American Ninja Warrior: Challenge	UP0283-CUSA12276_00-AMERICANNINJAS18	UP	UP0283		Supported	Bootable
CUSA12298_00	232252	My Brother Rabbit	UP1681-CUSA12298_00-ISLEEP000000SIEA	UP	UP1681		Supported	Compatible
CUSA14073_00	232252	My Brother Rabbit Original Soundtrack	UP1681-CUSA14073_00-MBROST0000000000	UP	UP1681			Compatible
CUSA27195_00	232253	BABYLON'S FALL Beta Version	UP0082-CUSA27195_00-BABYLONSFALL0001	UP	UP0082			Compatible
CUSA29006_00	232253	BABYLON'S FALL	UP0082-CUSA29006_00-BABYLONSFALLMAIN	UP	UP0082		Supported	Compatible
CUSA31063_00	232253	BABYLON'S FALL Demo	UP0082-CUSA31063_00-BABYLONSFALLDEMO	UP	UP0082		Supported	Compatible
CUSA12296_00	232254	Desert Child	UP3385-CUSA12296_00-DECHILD000000000	UP	UP3385		Supported	Compatible
CUSA12297_00	232256	NekoPara Vol.1	UP0287-CUSA12297_00-NEKOPARA010000US	UP	UP0287		Supported	Compatible
CUSA12349_00	232259	The MISSING: J.J. Macfield and the Island of Memories	UP0036-CUSA12349_00-0000000000000000	UP	UP0036		Supported	Compatible
CUSA14271_00	232259	The MISSING: J.J. Macfield and the Island of Memories, Demo Version	UP0036-CUSA14271_00-0000000000000000	UP	UP0036		Supported	
CUSA12311_00	232260	FullBlast	UP0891-CUSA12311_00-RATALAGFULLBLAST	UP	UP0891		Supported	Compatible
CUSA11431_00	232263	Azure Reflections	UP2815-CUSA11431_00-MAIHANA000000000	UP	UP2815		Supported	Compatible
CUSA12323_00	232264	ATOMINE	UP4487-CUSA12323_00-000000000ATOMINE	UP	UP4487		Supported	Compatible
CUSA12310_00	232266	Eventide 3: Legacy of Legends	UP1681-CUSA12310_00-EVENTIDE3000SIEA	UP	UP1681		Supported	Compatible
CUSA12757_00	232266	Eventide 3: Legacy Of Legends Original Soundtrack	UP1681-CUSA12757_00-EVENTIDE3OSTSIEA	UP	UP1681			Compatible
CUSA12324_00	232267	Glass Masquerade Origins	UP2187-CUSA12324_00-GMPS4SIEADIGI000	UP	UP2187		Supported	Compatible
CUSA15551_00	232267	Glass Masquerade: Original Soundtrack	UP2187-CUSA15551_00-GMSPS4SIEADIGI00	UP	UP2187		Supported	Compatible
CUSA06733_00	232269	Koihime Enbu Ryo Rai Rai	UP1056-CUSA06733_00-KOIHIMEENBUUS000	UP	UP1056		Supported	Compatible
CUSA12325_00	232272	Reverse Crawl	UP2187-CUSA12325_00-RCPS4SIEADIGI000	UP	UP2187		Supported	Compatible
CUSA15908_00	232273	Inferno 2	UP1249-CUSA15908_00-0000000000000001	UP	UP1249		Supported	Compatible
CUSA12289_00	232274	Shenmue III	UP2047-CUSA12289_00-SHENMUEIII0000US	UP	UP2047		Supported	Compatible
CUSA12737_00	232278	Drift Zone	UP4214-CUSA12737_00-00000000000AD200	UP	UP4214		Supported	Compatible
CUSA12363_00	232280	Path to Mnemosyne	UP3686-CUSA12363_00-PMNEMOSYNEPS4USA	UP	UP3686		Supported	Compatible
CUSA14106_00	232283	CARAVAN STORIES	UP4844-CUSA14106_00-CARAVANSTORIES00	UP	UP4844		Supported	Compatible
CUSA12494_00	232285	Fishing Sim World	UP3004-CUSA12494_00-FISHINGSIMWORLD1	UP	UP3004		Supported	Compatible
CUSA12408_00	232286	Hungry Shark® World	UP0001-CUSA12408_00-HSWC0109FGOL7410	UP	UP0001		Supported	Compatible
CUSA12407_00	232288	THE DOOR	UP1639-CUSA12407_00-THEDOORSKOYCS000	UP	UP1639	Supported	Supported	Compatible
CUSA08773_00	232289	Treadnauts	UP3717-CUSA08773_00-TREADNAUTSTTTSEN	UP	UP3717		Supported	Compatible
CUSA12882_00	232290	Bibi & Tina – Adventures with Horses	UP3165-CUSA12882_00-BIBITINAMOVIEG02	UP	UP3165		Supported	Compatible
CUSA12402_00	232291	Caretaker	UP2136-CUSA12402_00-KODOSCEADPS40303	UP	UP2136		Supported	Compatible
CUSA12400_00	232293	NASCAR Heat 3	UP0777-CUSA12400_00-MG704NASCARHEAT3	UP	UP0777		Supported	Compatible
CUSA12881_00	232295	Bibi Blocksberg - Big Broom Race 3	UP3165-CUSA12881_00-BBHBR03USDIGITAL	UP	UP3165		Supported	Compatible
CUSA13184_00	232296	Big Crown Showdown	UP2660-CUSA13184_00-BIGCROWNSHOWDOWN	UP	UP2660		Supported	Compatible
CUSA12562_00	232299	Bloodstained: Curse of the Moon	UP1104-CUSA12562_00-COTMPS4APPUS0000	UP	UP1104		Supported	Compatible
CUSA11100_00	232300	Call of Duty®: Black Ops 4	UP0002-CUSA11100_00-CODBO4THEGAME001	UP	UP0002		Supported	Compatible
CUSA12433_00	232300	Call of Duty®: Black Ops 4	UP0002-CUSA12433_00-CODBO4THEGAME001	UP	UP0002		Supported	Compatible
CUSA12434_00	232300	Call of Duty®: Black Ops 4	UP0002-CUSA12434_00-CODBO4THEGAME001	UP	UP0002		Supported	Compatible
CUSA13173_00	232300	Call of Duty®: Black Ops 4 Private Beta	UP0002-CUSA13173_00-CODBO4PUBLICBETA	UP	UP0002		Supported	
CUSA12608_00	232303	Waking Violet	UP4487-CUSA12608_00-0000WAKINGVIOLET	UP	UP4487		Supported	Compatible
CUSA14099_00	232306	Conarium	UP3797-CUSA14099_00-CONARIUM10037XXX	UP	UP3797		Supported	Compatible
CUSA14158_00	232307	Croc's World	UP4786-CUSA14158_00-CW1PS47890123456	UP	UP4786		Supported	Compatible
CUSA12759_00	232310	Mighty Switch Force! Collection	UP2053-CUSA12759_00-MSFCOLLECTION1US	UP	UP2053		Supported	Compatible
CUSA12437_00	232311	Perils of Baking	UP4836-CUSA12437_00-PERILSBAKING1PS4	UP	UP4836		Supported	Compatible
CUSA12454_00	232312	Qubit's Quest	UP2520-CUSA12454_00-PDP0QUBITSQUEST0	UP	UP2520		Supported	Compatible
CUSA12477_00	232313	SpeedBrawl	UP2264-CUSA12477_00-000000SPEEDBRAWL	UP	UP2264		Supported	Compatible
CUSA12796_00	232314	TrainerVR	UP4654-CUSA12796_00-0000000000000002	UP	UP4654	Required	Supported	Compatible
CUSA12455_00	232315	VOYAGE OF THE DEAD	UP2520-CUSA12455_00-VOYAGEOFTHEDEAD1	UP	UP2520		Supported	Compatible
CUSA17641_00	232316	Worbital	UP3121-CUSA17641_00-WORB01US00000000	UP	UP3121		Supported	Compatible
CUSA11292_00	232318	Penguin Wars	UP3371-CUSA11292_00-0000000000000000	UP	UP3371		Supported	Compatible
CUSA12493_00	232320	Arcade Archives ARGUS	UP0571-CUSA12493_00-HAMPRDC000000001	UP	UP0571		Supported	Compatible
CUSA12476_00	232321	NBA 2K19	UP1001-CUSA12476_00-NBA2K19000000000	UP	UP1001		Supported	Bootable
CUSA16586_00	232323	A Night In The Forum	UP3137-CUSA16586_00-THEIMPERIALFORUM	UP	UP3137		Supported	Compatible
CUSA16736_00	232323	A Night In The Forum	UP3137-CUSA16736_00-THEIMPERIALFORUM	UP	UP3137	Required	Supported	Compatible
CUSA12490_00	232326	Dream Daddy	UP4521-CUSA12490_00-DREAMDADDYENG000	UP	UP4521		Supported	Compatible
CUSA12489_00	232328	Salary Man Escape™	UP1847-CUSA12489_00-SMESIEA000000001	UP	UP1847	Supported	Supported	Compatible
CUSA12735_00	232330	Kingdom of Blades	UP3443-CUSA12735_00-3KINGDOMASIA0104	UP	UP3443	Required	Supported	Compatible
CUSA12508_00	232332	Necromunda: Underhive Wars	UP4133-CUSA12508_00-NECROMUNDAUHWARS	UP	UP4133		Supported	Compatible
